label,text
spam,"FREE entry to win a marketing! Text WIN to 08712401890 now, ref 6402. Limited time offer!"
ham,Are you free for a quick call at 2 PM? Want to discuss the Tablet budget.
spam,Your prize of office (ref 7087) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"Dear customer, your Laptop delivery #4895 is on hold. Pay $26 customs fee at http://secure-update.info to release it."
spam,FREE RINGTONES! Text TONE2429 to 09064011000 to download the latest hits for free!
ham,"I left my client charger at the office, can you bring it tomorrow morning?"
ham,"Sure, I'll see you at the groceries gym at 5:30 PM for our usual session."
spam,FREE RINGTONES! Text TONE3251 to 08712460324 to download the latest hits for free!
ham,"Great job on the Vacation presentation today at 3 PM, the client was really impressed."
ham,Reminder: Your appointment with the groceries doctor is scheduled for 8:15 AM tomorrow.
spam,Make money fast! Investment opportunity #9827 guarantees 68% returns. Reply for details.
spam,"Hot singles in your area are waiting to chat with you, ID 6402! Click http://reward-center.xyz now!!!"
spam,"Hot singles in your area are waiting to chat with you, ID 9964! Click http://win-now.biz now!!!"
ham,Let's plan the Smart TV trip for next month. I'll book the tickets this weekend.
ham,Are you free for a quick call at 6 PM? Want to discuss the Holiday budget.
ham,Could you send me the iPhone notes from today's class? I missed the part around 6 PM.
spam,FINAL NOTICE 8594: Outstanding payment of $8594 detected. Settle immediately via http://verify-account.net to avoid legal action.
ham,Let's plan the kitchen trip for next month. I'll book the tickets this weekend.
spam,WINNER!! As a valued customer you have been selected to receive a Holiday cash reward of $8731. Call 09061701461
spam,"Hot singles in your area are waiting to chat with you, ID 7498! Click http://reward-center.xyz now!!!"
ham,The meeting has been rescheduled to 9 AM in the Car conference room.
spam,Make money fast! Investment opportunity #9416 guarantees 75% returns. Reply for details.
spam,FREE RINGTONES! Text TONE2292 to 08712401890 to download the latest hits for free!
spam,"Your loan of $2977 has been approved! No credit check required. Call 08712300220 today, ref 89!"
spam,"You have a missed call from 08001234567, case 8046. To know who called, dial back now for $1.50/min."
spam,Congratulations! You've won $3525 in our weekly draw #68. Send your bank details to claim.
spam,URGENT: Your bank account 6676 needs verification. Click http://reward-center.xyz immediately to avoid suspension.
spam,WINNER!! As a valued customer you have been selected to receive a project cash reward of $8594. Call 07911123456
ham,"The team package was delivered today around 4:45 PM, thanks for ordering it for me."
ham,"I'm running about 10 minutes late for the 1 PM meeting, traffic near sales is bad."
spam,URGENT! Your account 374 has been suspended. Click here to verify: http://reward-center.xyz
spam,"FREE entry to win a Laptop! Text WIN to 08001234567 now, ref 1333. Limited time offer!"
spam,"Limited offer! Buy now and get 75% discount on garden, code 4484. Click http://freegift.co to order!"
spam,CONGRATULATIONS! You've been chosen for a FREE downtown voucher worth $5443. Claim at http://secure-update.info
ham,Quick question about the Holiday assignment - is it due 8:15 AM or this evening?
spam,"Claim your FREE weekend now, code 61! Text CLAIM to 09064011000. Offer expires today!"
ham,"Can you send me the team report by noon? Thanks, it's for the next week meeting."
ham,"Let's finalize the homework schedule for next week, are you free noon?"
spam,You've earned 33 reward points worth $8731! Redeem now at http://reward-center.xyz before they expire.
spam,"Limited offer! Buy now and get 54% discount on kitchen, code 4210. Click http://claim-prize.com to order!"
spam,"Exclusive deal #1607: Get a downtown for just $40. Limited stock, order at http://freegift.co now!"
spam,"Hot singles in your area are waiting to chat with you, ID 3525! Click http://verify-account.net now!!!"
spam,"Claim your FREE finance now, code 82! Text CLAIM to 08712460324. Offer expires today!"
ham,"I left my Gift Card charger at the office, can you bring it tomorrow morning?"
ham,"Hey, are we still meeting for lunch tomorrow at 3 PM? Let me know by end of day."
spam,Make money fast! Investment opportunity #3114 guarantees 68% returns. Reply for details.
ham,Reminder: Your appointment with the kitchen doctor is scheduled for 8:15 AM tomorrow.
spam,ALERT 8046: Unusual activity detected on your account. Verify now at http://secure-update.info or account will be locked.
spam,URGENT: Your bank account 9827 needs verification. Click http://claim-prize.com immediately to avoid suspension.
spam,"WIN a brand new Smart TV this week, entry 9690! Enter now at http://win-now.biz. T&Cs apply."
ham,"I updated the homework spreadsheet with the latest numbers, please check before noon."
spam,"Special promo just for you, voucher 1881! Get 89% off all products. Use code SAVE1881 at http://freegift.co"
spam,You've earned 47 reward points worth $785! Redeem now at http://freegift.co before they expire.
ham,Are you free for a quick call at 8:15 AM? Want to discuss the office budget.
ham,Can we catch up this weekend at 2 PM? It's been a while since we hung out near finance.
spam,FINAL NOTICE 2155: Outstanding payment of $2155 detected. Settle immediately via http://freegift.co to avoid legal action.
ham,"Great job on the school presentation today at 9 AM, the client was really impressed."
spam,You've earned 89 reward points worth $5169! Redeem now at http://claim-prize.com before they expire.
spam,FREE RINGTONES! Text TONE6402 to 09058094594 to download the latest hits for free!
spam,Make money fast! Investment opportunity #8594 guarantees 19% returns. Reply for details.
ham,"Let's grab school coffee before the meeting at 7 PM, I have something to discuss."
spam,FREE RINGTONES! Text TONE6676 to 07911123456 to download the latest hits for free!
ham,"Can you send me the Smart TV report by 1 PM? Thanks, it's for the Friday meeting."
spam,"Your loan of $7498 has been approved! No credit check required. Call 07911123456 today, ref 61!"
ham,Are you free for a quick call at 6 PM? Want to discuss the Tablet budget.
spam,"Dear customer, your design delivery #511 is on hold. Pay $82 customs fee at http://freegift.co to release it."
ham,"Great job on the sales presentation today at 1 PM, the client was really impressed."
ham,"Just checking in, how are you feeling after the Vacation? Call me at 11 AM."
spam,"Exclusive deal #5717: Get a weekend for just $54. Limited stock, order at http://reward-center.xyz now!"
ham,"The client package was delivered today around 9 AM, thanks for ordering it for me."
ham,Could you send me the finance notes from today's class? I missed the part around 3 PM.
ham,"Great job on the downtown presentation today at 9 AM, the client was really impressed."
ham,Can we catch up this weekend at 9 AM? It's been a while since we hung out near engineering.
ham,Quick question about the Tablet assignment - is it due 9 AM or tonight?
ham,"The weather looks great for the weekend, want to go project hiking at 6 PM?"
spam,"FREE entry to win a Car! Text WIN to 08001234567 now, ref 3114. Limited time offer!"
spam,Your prize of engineering (ref 9279) is waiting! Reply CLAIM with your address to receive it within 24hrs.
ham,Could you forward the Smart TV invoice from next week? I need it for accounting.
ham,"Thanks for the help with the finance project yesterday, really appreciated it."
ham,"The weather looks great for the weekend, want to go project hiking at 4:45 PM?"
ham,"Hope your Laptop interview at noon went well, let me know how it went!"
spam,URGENT! Your account 1881 has been suspended. Click here to verify: http://secure-update.info
ham,Can we catch up this weekend at 10 AM? It's been a while since we hung out near Tablet.
ham,Are you free for a quick call at 6 PM? Want to discuss the sales budget.
ham,"I updated the Gift Card spreadsheet with the latest numbers, please check before 3 PM."
ham,Please review the attached groceries document and let me know your thoughts by 1 PM.
ham,"I'm running about 10 minutes late for the 1 PM meeting, traffic near weekend is bad."
spam,You've earned 75 reward points worth $1470! Redeem now at http://reward-center.xyz before they expire.
spam,You have been selected to receive a FREE Gift Card worth $7498. Reply YES to claim now!
ham,"Just checking in, how are you feeling after the downtown? Call me at 9 AM."
spam,Make money fast! Investment opportunity #3799 guarantees 12% returns. Reply for details.
ham,Please review the attached garden document and let me know your thoughts by 11 AM.
ham,Can we catch up this weekend at 3 PM? It's been a while since we hung out near Laptop.
spam,Congratulations! You've won $3799 in our weekly draw #89. Send your bank details to claim.
spam,"WIN a brand new client this week, entry 8868! Enter now at http://reward-center.xyz. T&Cs apply."
spam,"Congratulations! You've WON a Car prize. Call 07090210034 now to claim your reward, offer code 7224!"
ham,"The weather looks great for the weekend, want to go garden hiking at 3 PM?"
spam,"Special promo just for you, voucher 7498! Get 12% off all products. Use code SAVE7498 at http://secure-update.info"
spam,URGENT: Your bank account 1196 needs verification. Click http://secure-update.info immediately to avoid suspension.
spam,Congratulations! You've won $9553 in our weekly draw #19. Send your bank details to claim.
spam,You have been selected to receive a FREE design worth $8594. Reply YES to claim now!
ham,Quick question about the Holiday assignment - is it due 3 PM or this evening?
spam,FREE RINGTONES! Text TONE4210 to 07786200117 to download the latest hits for free!
spam,"Get rich quick! Earn $9827 per day working from home. Visit http://win-now.biz now, slot 26!"
spam,Your prize of Gift Card (ref 6539) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"Special promo just for you, voucher 5580! Get 68% off all products. Use code SAVE5580 at http://bonus-cash.online"
spam,"FREE entry to win a school! Text WIN to 08712401890 now, ref 8868. Limited time offer!"
ham,"The project package was delivered today around 4:45 PM, thanks for ordering it for me."
spam,Last chance! Your subscription 1881 expires today. Renew now at http://freegift.co to avoid 26% penalty.
ham,"The sales package was delivered today around 10 AM, thanks for ordering it for me."
ham,"Mom called, she wants us to visit this Sunday at 10 AM for design lunch."
ham,"Hey, are we still meeting for lunch tomorrow at 2 PM? Let me know by tonight."
ham,"The weather looks great for the weekend, want to go team hiking at noon?"
ham,Quick question about the project assignment - is it due 6 PM or Monday?
ham,Are you free for a quick call at 2 PM? Want to discuss the client budget.
spam,"Exclusive deal #9827: Get a Smart TV for just $40. Limited stock, order at http://bonus-cash.online now!"
ham,Can we catch up this weekend at 5:30 PM? It's been a while since we hung out near Tablet.
ham,The meeting has been rescheduled to noon in the design conference room.
ham,"Hope your office interview at 3 PM went well, let me know how it went!"
ham,Reminder: Your appointment with the garden doctor is scheduled for 5:30 PM tomorrow.
spam,"Your loan of $8868 has been approved! No credit check required. Call 08712460324 today, ref 82!"
spam,"WIN a brand new school this week, entry 4210! Enter now at http://secure-update.info. T&Cs apply."
spam,"Hot singles in your area are waiting to chat with you, ID 7772! Click http://win-now.biz now!!!"
ham,Can you pick me up from the Holiday station at 7 PM? My train arrives then.
ham,"Hey, are we still meeting for lunch tomorrow at 11 AM? Let me know by tomorrow morning."
ham,"Let's grab client coffee before the meeting at 8:15 AM, I have something to discuss."
spam,"Special promo just for you, voucher 4484! Get 26% off all products. Use code SAVE4484 at http://verify-account.net"
spam,"Claim your FREE downtown now, code 47! Text CLAIM to 08712300220. Offer expires today!"
spam,Congratulations! You've won $5032 in our weekly draw #26. Send your bank details to claim.
spam,Congratulations! You've won $6539 in our weekly draw #54. Send your bank details to claim.
ham,"Thanks for marketing dinner last night, the food was amazing, see you at 4:45 PM."
ham,"Let's finalize the kitchen schedule for next week, are you free 9 AM?"
spam,"Dear customer, your Smart TV delivery #2703 is on hold. Pay $5 customs fee at http://secure-update.info to release it."
spam,URGENT! Your account 7361 has been suspended. Click here to verify: http://claim-prize.com
spam,"Claim your FREE office now, code 82! Text CLAIM to 08712401890. Offer expires today!"
spam,"WIN a brand new finance this week, entry 1881! Enter now at http://freegift.co. T&Cs apply."
ham,"Just checking in, how are you feeling after the iPhone? Call me at 9 AM."
spam,"Dear customer, your groceries delivery #648 is on hold. Pay $54 customs fee at http://win-now.biz to release it."
spam,FINAL NOTICE 1881: Outstanding payment of $1881 detected. Settle immediately via http://win-now.biz to avoid legal action.
spam,FREE RINGTONES! Text TONE511 to 09064011000 to download the latest hits for free!
ham,Can you pick me up from the school station at 9 AM? My train arrives then.
spam,"You have a missed call from 07090210034, case 6813. To know who called, dial back now for $1.50/min."
spam,"You have a missed call from 09058094594, case 5032. To know who called, dial back now for $1.50/min."
ham,"Let's grab sales coffee before the meeting at 5:30 PM, I have something to discuss."
ham,"I'm running about 10 minutes late for the 11 AM meeting, traffic near iPhone is bad."
ham,Could you send me the client notes from today's class? I missed the part around 3 PM.
ham,Reminder: Your appointment with the Car doctor is scheduled for 8:15 AM tomorrow.
ham,Can we catch up this weekend at 1 PM? It's been a while since we hung out near Vacation.
ham,The meeting has been rescheduled to 1 PM in the downtown conference room.
spam,"FREE entry to win a Tablet! Text WIN to 08001234567 now, ref 3799. Limited time offer!"
spam,"Your loan of $2977 has been approved! No credit check required. Call 08712300220 today, ref 61!"
spam,FREE RINGTONES! Text TONE3936 to 09058094594 to download the latest hits for free!
ham,Quick question about the engineering assignment - is it due 8:15 AM or next week?
spam,"FREE entry to win a Holiday! Text WIN to 09064011000 now, ref 8868. Limited time offer!"
spam,CONGRATULATIONS! You've been chosen for a FREE Holiday voucher worth $9553. Claim at http://secure-update.info
spam,FINAL NOTICE 9553: Outstanding payment of $9553 detected. Settle immediately via http://claim-prize.com to avoid legal action.
spam,Congratulations! You've won $6676 in our weekly draw #68. Send your bank details to claim.
ham,"Happy birthday! Hope you have a wonderful day, see you at 4:45 PM for the party."
ham,Let's plan the team trip for next month. I'll book the tickets this weekend.
ham,Can you pick me up from the project station at noon? My train arrives then.
ham,"Just checking in, how are you feeling after the marketing? Call me at 11 AM."
spam,"WIN a brand new finance this week, entry 2840! Enter now at http://bonus-cash.online. T&Cs apply."
spam,Congratulations! You've won $8457 in our weekly draw #68. Send your bank details to claim.
spam,FINAL NOTICE 6676: Outstanding payment of $6676 detected. Settle immediately via http://reward-center.xyz to avoid legal action.
spam,You have been selected to receive a FREE team worth $8046. Reply YES to claim now!
spam,"You have a missed call from 07090210034, case 4347. To know who called, dial back now for $1.50/min."
ham,"Sure, I'll see you at the office gym at 5:30 PM for our usual session."
ham,"I just finished the Cash assignment, do you want to go over it together at 2 PM?"
ham,"Thanks for the help with the Vacation project yesterday, really appreciated it."
spam,Congratulations! You've won $2155 in our weekly draw #54. Send your bank details to claim.
spam,"Special promo just for you, voucher 6950! Get 12% off all products. Use code SAVE6950 at http://win-now.biz"
ham,"Thanks for the help with the client project yesterday, really appreciated it."
ham,Can we catch up this weekend at noon? It's been a while since we hung out near finance.
ham,"The weather looks great for the weekend, want to go Tablet hiking at 3 PM?"
ham,Let's plan the Cash trip for next month. I'll book the tickets this weekend.
spam,"Claim your FREE client now, code 26! Text CLAIM to 08001234567. Offer expires today!"
ham,Reminder: Your appointment with the design doctor is scheduled for 6 PM tomorrow.
ham,"Happy birthday! Hope you have a wonderful day, see you at 2 PM for the party."
spam,WINNER!! As a valued customer you have been selected to receive a downtown cash reward of $7498. Call 09064011000
ham,Quick question about the Car assignment - is it due 5:30 PM or this evening?
spam,You have been selected to receive a FREE design worth $9690. Reply YES to claim now!
ham,"Thanks for Car dinner last night, the food was amazing, see you at noon."
spam,Congratulations! You've won $4621 in our weekly draw #19. Send your bank details to claim.
spam,WINNER!! As a valued customer you have been selected to receive a office cash reward of $8868. Call 09058094594
ham,The meeting has been rescheduled to noon in the downtown conference room.
spam,"Hot singles in your area are waiting to chat with you, ID 5717! Click http://claim-prize.com now!!!"
spam,You've earned 40 reward points worth $9827! Redeem now at http://claim-prize.com before they expire.
ham,"Thanks for office dinner last night, the food was amazing, see you at noon."
spam,"Your loan of $1881 has been approved! No credit check required. Call 07786200117 today, ref 75!"
spam,Your prize of garden (ref 374) is waiting! Reply CLAIM with your address to receive it within 24hrs.
ham,"Great job on the finance presentation today at 1 PM, the client was really impressed."
ham,"The weather looks great for the weekend, want to go Smart TV hiking at 9 AM?"
spam,You have been selected to receive a FREE client worth $9553. Reply YES to claim now!
spam,"Your loan of $9142 has been approved! No credit check required. Call 08712401890 today, ref 61!"
ham,"I updated the weekend spreadsheet with the latest numbers, please check before 1 PM."
ham,"Don't forget to pick up milk, bread and finance on your way home around 8:15 AM."
spam,WINNER!! As a valued customer you have been selected to receive a downtown cash reward of $9827. Call 09061701461
ham,"I updated the office spreadsheet with the latest numbers, please check before 8:15 AM."
spam,You've earned 19 reward points worth $7498! Redeem now at http://secure-update.info before they expire.
ham,"Hey, are we still meeting for lunch tomorrow at 5:30 PM? Let me know by tonight."
spam,"WIN a brand new weekend this week, entry 3388! Enter now at http://freegift.co. T&Cs apply."
ham,Can we catch up this weekend at 4:45 PM? It's been a while since we hung out near Smart TV.
spam,URGENT! Your account 7772 has been suspended. Click here to verify: http://secure-update.info
ham,"Great job on the sales presentation today at 6 PM, the client was really impressed."
spam,Make money fast! Investment opportunity #2566 guarantees 40% returns. Reply for details.
spam,URGENT: Your bank account 6676 needs verification. Click http://secure-update.info immediately to avoid suspension.
spam,ALERT 7772: Unusual activity detected on your account. Verify now at http://freegift.co or account will be locked.
ham,"Hope your Car interview at 3 PM went well, let me know how it went!"
spam,You have been selected to receive a FREE Smart TV worth $3251. Reply YES to claim now!
spam,WINNER!! As a valued customer you have been selected to receive a marketing cash reward of $9690. Call 09058094594
spam,FREE RINGTONES! Text TONE8731 to 07090210034 to download the latest hits for free!
spam,"Special promo just for you, voucher 6402! Get 40% off all products. Use code SAVE6402 at http://verify-account.net"
spam,URGENT! Your account 5580 has been suspended. Click here to verify: http://win-now.biz
spam,FINAL NOTICE 5032: Outstanding payment of $5032 detected. Settle immediately via http://reward-center.xyz to avoid legal action.
ham,"Can you send me the marketing report by noon? Thanks, it's for the Friday meeting."
ham,"I left my Holiday charger at the office, can you bring it tomorrow morning?"
ham,"I updated the design spreadsheet with the latest numbers, please check before 10 AM."
ham,"Just checking in, how are you feeling after the team? Call me at 1 PM."
spam,FINAL NOTICE 3799: Outstanding payment of $3799 detected. Settle immediately via http://secure-update.info to avoid legal action.
spam,Your prize of groceries (ref 3799) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"Your loan of $2977 has been approved! No credit check required. Call 07090210034 today, ref 5!"
ham,Can you pick me up from the marketing station at noon? My train arrives then.
spam,URGENT! Your account 648 has been suspended. Click here to verify: http://reward-center.xyz
ham,Can you pick me up from the Laptop station at 1 PM? My train arrives then.
ham,"I just finished the Tablet assignment, do you want to go over it together at 11 AM?"
spam,You've earned 75 reward points worth $2566! Redeem now at http://win-now.biz before they expire.
spam,CONGRATULATIONS! You've been chosen for a FREE Holiday voucher worth $9005. Claim at http://win-now.biz
spam,You've earned 33 reward points worth $5580! Redeem now at http://reward-center.xyz before they expire.
spam,"WIN a brand new Smart TV this week, entry 8457! Enter now at http://verify-account.net. T&Cs apply."
spam,"You have a missed call from 08001234567, case 1881. To know who called, dial back now for $1.50/min."
ham,Could you send me the Car notes from today's class? I missed the part around 8:15 AM.
ham,"Hey, are we still meeting for lunch tomorrow at 6 PM? Let me know by Monday."
ham,"I'm running about 10 minutes late for the 11 AM meeting, traffic near Gift Card is bad."
spam,"You have a missed call from 08001234567, case 4484. To know who called, dial back now for $1.50/min."
spam,"Claim your FREE client now, code 33! Text CLAIM to 09058094594. Offer expires today!"
ham,"Just checking in, how are you feeling after the school? Call me at 6 PM."
spam,"Your loan of $1744 has been approved! No credit check required. Call 09058094594 today, ref 5!"
spam,"Special promo just for you, voucher 2018! Get 40% off all products. Use code SAVE2018 at http://verify-account.net"
ham,"I left my marketing charger at the office, can you bring it tomorrow morning?"
spam,FINAL NOTICE 7361: Outstanding payment of $7361 detected. Settle immediately via http://win-now.biz to avoid legal action.
spam,"WIN a brand new finance this week, entry 9142! Enter now at http://bonus-cash.online. T&Cs apply."
ham,"The weather looks great for the weekend, want to go kitchen hiking at 7 PM?"
spam,"Claim your FREE Cash now, code 19! Text CLAIM to 09058094594. Offer expires today!"
spam,CONGRATULATIONS! You've been chosen for a FREE marketing voucher worth $2977. Claim at http://verify-account.net
ham,"Thanks for the help with the homework project yesterday, really appreciated it."
spam,Your prize of garden (ref 3388) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"You have a missed call from 09061701461, case 1744. To know who called, dial back now for $1.50/min."
spam,Make money fast! Investment opportunity #1744 guarantees 61% returns. Reply for details.
ham,"Sure, I'll see you at the design gym at 9 AM for our usual session."
spam,FINAL NOTICE 8320: Outstanding payment of $8320 detected. Settle immediately via http://reward-center.xyz to avoid legal action.
spam,Congratulations! You've won $4484 in our weekly draw #61. Send your bank details to claim.
ham,"Great job on the project presentation today at 3 PM, the client was really impressed."
ham,Please review the attached garden document and let me know your thoughts by 9 AM.
ham,"Hey, are we still meeting for lunch tomorrow at 10 AM? Let me know by next week."
spam,FREE RINGTONES! Text TONE9690 to 09058094594 to download the latest hits for free!
ham,Could you forward the school invoice from tomorrow morning? I need it for accounting.
ham,Reminder: Your appointment with the Smart TV doctor is scheduled for 6 PM tomorrow.
spam,Your prize of Laptop (ref 9553) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"Hot singles in your area are waiting to chat with you, ID 2018! Click http://bonus-cash.online now!!!"
spam,"WIN a brand new school this week, entry 3251! Enter now at http://verify-account.net. T&Cs apply."
ham,"I just finished the homework assignment, do you want to go over it together at 10 AM?"
ham,"Hope your downtown interview at 1 PM went well, let me know how it went!"
ham,"Thanks for school dinner last night, the food was amazing, see you at 11 AM."
ham,Reminder: Your appointment with the client doctor is scheduled for 2 PM tomorrow.
spam,"Dear customer, your Gift Card delivery #2292 is on hold. Pay $61 customs fee at http://claim-prize.com to release it."
spam,CONGRATULATIONS! You've been chosen for a FREE Gift Card voucher worth $8731. Claim at http://bonus-cash.online
ham,"Hey, are we still meeting for lunch tomorrow at 9 AM? Let me know by tonight."
ham,"Just checking in, how are you feeling after the design? Call me at 7 PM."
ham,Let's plan the Laptop trip for next month. I'll book the tickets this weekend.
spam,"Limited offer! Buy now and get 89% discount on Gift Card, code 1607. Click http://freegift.co to order!"
spam,"Get rich quick! Earn $1333 per day working from home. Visit http://reward-center.xyz now, slot 19!"
spam,"Special promo just for you, voucher 6676! Get 19% off all products. Use code SAVE6676 at http://bonus-cash.online"
spam,"FREE entry to win a project! Text WIN to 07911123456 now, ref 2429. Limited time offer!"
ham,"Can you send me the Car report by 7 PM? Thanks, it's for the tomorrow morning meeting."
ham,"Just checking in, how are you feeling after the groceries? Call me at 8:15 AM."
spam,Your prize of Tablet (ref 511) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"Hot singles in your area are waiting to chat with you, ID 3388! Click http://claim-prize.com now!!!"
ham,"Can you send me the downtown report by 2 PM? Thanks, it's for the this evening meeting."
ham,"Don't forget to pick up milk, bread and Smart TV on your way home around 2 PM."
spam,"Dear customer, your Cash delivery #5306 is on hold. Pay $75 customs fee at http://secure-update.info to release it."
spam,"Get rich quick! Earn $8183 per day working from home. Visit http://freegift.co now, slot 26!"
ham,"The weather looks great for the weekend, want to go Tablet hiking at 8:15 AM?"
ham,"Just checking in, how are you feeling after the Laptop? Call me at 5:30 PM."
ham,"Hope your Smart TV interview at 8:15 AM went well, let me know how it went!"
ham,"Great job on the project presentation today at 6 PM, the client was really impressed."
ham,"The weather looks great for the weekend, want to go Gift Card hiking at 3 PM?"
ham,"Thanks for the help with the Gift Card project yesterday, really appreciated it."
ham,"Thanks for Holiday dinner last night, the food was amazing, see you at 7 PM."
spam,You have been selected to receive a FREE marketing worth $785. Reply YES to claim now!
ham,"I'm running about 10 minutes late for the 7 PM meeting, traffic near Cash is bad."
spam,"WIN a brand new engineering this week, entry 1470! Enter now at http://secure-update.info. T&Cs apply."
ham,"I left my Smart TV charger at the office, can you bring it tomorrow morning?"
spam,You've earned 75 reward points worth $1744! Redeem now at http://secure-update.info before they expire.
spam,Your prize of downtown (ref 7498) is waiting! Reply CLAIM with your address to receive it within 24hrs.
ham,Could you forward the homework invoice from tonight? I need it for accounting.
spam,"Hot singles in your area are waiting to chat with you, ID 1333! Click http://bonus-cash.online now!!!"
ham,"Thanks for Laptop dinner last night, the food was amazing, see you at 8:15 AM."
ham,"The weather looks great for the weekend, want to go garden hiking at 10 AM?"
ham,"Can you send me the office report by 2 PM? Thanks, it's for the this evening meeting."
ham,"Thanks for the help with the groceries project yesterday, really appreciated it."
spam,"Get rich quick! Earn $3799 per day working from home. Visit http://secure-update.info now, slot 75!"
spam,FREE RINGTONES! Text TONE8594 to 09064011000 to download the latest hits for free!
ham,Could you forward the finance invoice from Friday? I need it for accounting.
ham,Can you pick me up from the client station at 6 PM? My train arrives then.
spam,URGENT: Your bank account 9005 needs verification. Click http://claim-prize.com immediately to avoid suspension.
spam,FINAL NOTICE 9416: Outstanding payment of $9416 detected. Settle immediately via http://bonus-cash.online to avoid legal action.
ham,"Can you send me the Vacation report by 1 PM? Thanks, it's for the next week meeting."
spam,Last chance! Your subscription 5991 expires today. Renew now at http://bonus-cash.online to avoid 75% penalty.
ham,Could you send me the weekend notes from today's class? I missed the part around 3 PM.
spam,WINNER!! As a valued customer you have been selected to receive a Tablet cash reward of $2018. Call 09058094594
spam,You've earned 19 reward points worth $5580! Redeem now at http://win-now.biz before they expire.
spam,Make money fast! Investment opportunity #4347 guarantees 12% returns. Reply for details.
ham,Are you free for a quick call at 5:30 PM? Want to discuss the client budget.
spam,Last chance! Your subscription 9827 expires today. Renew now at http://claim-prize.com to avoid 47% penalty.
spam,"Your loan of $9690 has been approved! No credit check required. Call 08712460324 today, ref 68!"
ham,Are you free for a quick call at 5:30 PM? Want to discuss the finance budget.
ham,Are you free for a quick call at 1 PM? Want to discuss the client budget.
ham,"Sure, I'll see you at the team gym at 2 PM for our usual session."
ham,"Don't forget to pick up milk, bread and weekend on your way home around 5:30 PM."
spam,"FREE entry to win a homework! Text WIN to 08712401890 now, ref 8046. Limited time offer!"
ham,"Let's grab finance coffee before the meeting at 7 PM, I have something to discuss."
ham,The meeting has been rescheduled to 8:15 AM in the Gift Card conference room.
ham,"Let's grab office coffee before the meeting at 1 PM, I have something to discuss."
ham,Are you free for a quick call at 8:15 AM? Want to discuss the Laptop budget.
ham,"I just finished the Laptop assignment, do you want to go over it together at 5:30 PM?"
ham,Could you send me the finance notes from today's class? I missed the part around 1 PM.
ham,"Don't forget to pick up milk, bread and Tablet on your way home around 7 PM."
spam,"Limited offer! Buy now and get 19% discount on weekend, code 3251. Click http://reward-center.xyz to order!"
ham,"Just checking in, how are you feeling after the Holiday? Call me at 1 PM."
spam,CONGRATULATIONS! You've been chosen for a FREE engineering voucher worth $6813. Claim at http://reward-center.xyz
ham,"Just checking in, how are you feeling after the Tablet? Call me at 2 PM."
ham,The meeting has been rescheduled to 4:45 PM in the Vacation conference room.
ham,"The weather looks great for the weekend, want to go iPhone hiking at 1 PM?"
